Threshold,MAE,MSE,RMSE,R2
0.0,0.5709497206703911,1.842830540037244,1.3575089465772385,0.5280336611614502
0.01,0.5601489757914339,1.8007448789571694,1.3419183577837994,0.5388121971939392
0.02,0.5567970204841713,1.790316573556797,1.3380271198883813,0.5414829848834056
0.03,0.5519553072625698,1.7739292364990689,1.3318893484441825,0.5456799369668528
0.04,0.5478584729981378,1.762756052141527,1.327688236048481,0.5485414952055667
0.05,0.5456238361266295,1.7527001862197393,1.3238958366199884,0.5511168976204092
0.06,0.5415270018621974,1.74487895716946,1.3209386651807342,0.5531199883875089
0.07,0.5374301675977654,1.7322160148975791,1.3161367766678276,0.5563630877247181
0.08,0.5337057728119181,1.721415270018622,1.3120271605491336,0.5591292606888082
0.09,0.5322160148975792,1.7147113594040968,1.3094698772419688,0.5608461956320365
0.1,0.5266294227188082,1.7054003724394786,1.3059097872515846,0.5632308274976314
0.11,0.5191806331471136,1.6789571694599628,1.2957457966206036,0.570003181995921
0.12,0.5162011173184358,1.670391061452514,1.2924360956939085,0.5721970433122685
0.13,0.515828677839851,1.6692737430167597,1.29200377051182,0.5724831991361399
0.14,0.5128491620111731,1.661824953445065,1.289117897418644,0.5743909046286158
0.15,0.5057728119180633,1.6450651769087523,1.2826009421908096,0.5786832419866866
0.16,0.5031657355679702,1.6383612662942273,1.2799848695567566,0.580400176929915
0.17,0.49683426443202977,1.6245810055865921,1.2745905246731564,0.5839294320909956
0.18,0.492364990689013,1.6148975791433893,1.270786205127908,0.5864094492312142
0.19,0.4919925512104283,1.612290502793296,1.2697600177959991,0.5870771461535809
0.2,0.4912476722532588,1.609683426443203,1.2687330004548645,0.5877448430759474
0.21,0.48901303538175045,1.6078212290502794,1.2679989073537403,0.5882217694490663
0.22,0.488268156424581,1.6044692737430168,1.2666764676676585,0.5890802369206806
0.23,0.4860335195530726,1.5981378026070763,1.2641747516095534,0.5907017865892852
0.24,0.4845437616387337,1.5936685288640595,1.2624058495048491,0.5918464098847707
0.25,0.4823091247672253,1.5854748603351956,1.259156408209558,0.5939448859264942
0.26,0.4797020484171322,1.5843575418994413,1.2587126526334123,0.5942310417503656
0.27,0.47783985102420856,1.582122905027933,1.2578246718155648,0.5948033533981084
0.28,0.4756052141527002,1.5783985102420857,1.256343309068857,0.5957572061443464
0.29,0.4718808193668529,1.57243947858473,1.2539694886976835,0.5972833705383271
0.3,0.47039106145251397,1.5694599627560522,1.2527808917588312,0.5980464527353175
0.31,0.47001862197392924,1.5698324022346368,1.2529295280400399,0.5979510674606938
0.32,0.47150837988826816,1.5716945996275604,1.2536724451097905,0.5974741410875748
0.33,0.4729981378026071,1.5743016759776536,1.2547117900050409,0.5968064441652081
0.34,0.47411545623836127,1.5817504655493482,1.2576766140583788,0.5948987386727322
0.35000000000000003,0.47262569832402235,1.5806331471135942,1.2572323361708424,0.5951848944966036
0.36,0.47746741154562383,1.5906890130353817,1.2612252031399396,0.5926094920817611
0.37,0.4808193668528864,1.597392923649907,1.2638801065171914,0.5908925571385327
0.38,0.48677839851024207,1.609683426443203,1.2687330004548645,0.5877448430759474
0.39,0.48901303538175045,1.6201117318435754,1.272836097792475,0.585074055386481
0.4,0.49422718808193666,1.6309124767225325,1.2770718369467446,0.582307882422391
0.41000000000000003,0.5027932960893855,1.6476722532588455,1.2836168638884602,0.5780155450643201
0.42,0.5132216014897579,1.6726256983240224,1.293300312504417,0.5716247316645257
0.43,0.5191806331471136,1.687150837988827,1.2989037062033608,0.5679047059541975
0.44,0.527001862197393,1.7106145251396647,1.307904631515488,0.5618954336528983
0.45,0.5307262569832403,1.7243947858472999,1.3131621323535414,0.5583661784918178
0.46,0.5396648044692738,1.751582867783985,1.3234737880985725,0.5514030534442806
0.47000000000000003,0.5527001862197393,1.7914338919925512,1.3384445793504307,0.5411968290595343
0.48,0.5646182495344506,1.8312849162011173,1.3532497612048995,0.5309906046747879
0.49,0.57243947858473,1.8487895716945997,1.3597020157720587,0.5265074967674694
0.5,0.580633147113594,1.8722532588454377,1.36830305811448,0.5204982244661702
0.51,0.5910614525139665,1.8968342644320297,1.3772560634943778,0.5142027963409996
0.52,0.5988826815642458,1.9344506517690876,1.3908453011636799,0.5045688836039961
0.53,0.6074487895716946,1.9605214152700186,1.400186207356014,0.4978919143803302
0.54,0.6219739292364991,2.007448789571695,1.4168446596475193,0.48587336977773177
0.55,0.6350093109869647,2.0513966480446926,1.4322697539376765,0.4746179073721236
0.56,0.646927374301676,2.09608938547486,1.4477877556723775,0.4631716744172679
0.5700000000000001,0.6573556797020484,2.135567970204842,1.4613582620989425,0.45306083530714536
0.58,0.6767225325884544,2.2007448789571695,1.4834907748136386,0.43636841224798084
0.59,0.6871508379888268,2.244320297951583,1.4981055696951344,0.4252083351169965
0.6,0.6994413407821229,2.302048417132216,1.5172502816385358,0.410423617550308
0.61,0.7150837988826816,2.375418994413408,1.5412394344855727,0.3916327184494198
0.62,0.7318435754189944,2.464804469273743,1.5699695759070438,0.36874025253970844
