Threshold,MAE,MSE,RMSE,R2
0.0,1.095734597156398,3.614691943127962,1.901234320942046,0.2506656390558659
0.01,0.9876777251184834,3.019431279620853,1.737651081092189,0.37406461078076847
0.02,0.9289099526066351,2.7218009478672984,1.6497881524205762,0.4357640966432198
0.03,0.8815165876777251,2.4990521327014217,1.5808390597089323,0.4819404634511054
0.04,0.8511848341232228,2.3644549763033176,1.5376784372238943,0.5098427787137426
0.05,0.8123222748815165,2.1966824644549763,1.4821209344904944,0.5446224252030862
0.06,0.7886255924170616,2.0744075829383886,1.440280383445664,0.5699703031529468
0.07,0.7696682464454976,1.9843601895734597,1.4086732018369128,0.5886373450540069
0.08,0.7469194312796209,1.908530805687204,1.381495858005808,0.6043569592864786
0.09,0.7308056872037915,1.8469194312796209,1.359014139470087,0.6171291458503618
0.1,0.7080568720379147,1.7445497630331754,1.3208140531631147,0.6383506250641986
0.11,0.6843601895734597,1.662085308056872,1.289218875155368,0.6554457055420115
0.12,0.6616113744075829,1.5900473933649288,1.2609708138434168,0.6703793390628596
0.13,0.6436018957345971,1.542654028436019,1.2420362428029301,0.6802040979581544
0.14,0.6293838862559241,1.5085308056872038,1.2282226205729985,0.6872779243627667
0.15,0.6104265402843602,1.4241706161137442,1.193386197386975,0.7047659951963914
0.16,0.595260663507109,1.3691943127962085,1.1701257679395871,0.7161627155149333
0.17,0.5848341232227489,1.3464454976303317,1.1603643814036744,0.7208785997846748
0.18,0.5706161137440758,1.2952606635071091,1.1380951908812853,0.7314893393915932
0.19,0.5516587677725119,1.251658767772512,1.118775566310112,0.7405281175752645
0.2,0.5469194312796208,1.2203791469194314,1.104707720132086,0.747012458446159
0.21,0.5364928909952607,1.1691943127962086,1.0812928894597469,0.7576231980530774
0.22,0.5298578199052133,1.1312796208530806,1.0636162939956686,0.7654830051693132
0.23,0.5175355450236967,1.0677725118483412,1.0333307852998193,0.7786481820890082
0.24,0.5137440758293839,1.0488151658767773,1.0241167735550363,0.7825780856471262
0.25,0.5109004739336492,1.0222748815165876,1.0110761007543336,0.7880799506284912
0.26,0.4938388625592417,0.9672985781990522,0.9835133848601412,0.7994766709470332
0.27,0.4834123222748815,0.9293838862559242,0.964045583079931,0.807336478063269
0.28,0.47393364928909953,0.9009478672985782,0.9491827365152499,0.813231333400446
