Threshold,MAE,MSE,RMSE,R2
0.0,0.5061611374407583,1.0459715639810427,1.0227275120876738,0.7831675711808439
0.01,0.4900473933649289,1.0033175355450237,1.0016573942945879,0.7920098541866092
0.02,0.47962085308056873,0.9729857819905213,0.986400416661774,0.7982976998795979
0.03,0.4720379146919431,0.9483412322274881,0.9738281327973063,0.8034065745051511
0.04,0.4663507109004739,0.9246445497630332,0.9615843955488427,0.8083189539527985
0.05,0.46350710900473935,0.9180094786729858,0.9581281118269027,0.8096944201981398
0.06,0.45781990521327015,0.8990521327014218,0.9481835965156863,0.8136243237562577
0.07,0.45308056872037916,0.8744075829383886,0.9350976328375495,0.818733198381811
0.08,0.45023696682464454,0.8592417061611375,0.9269529147487144,0.8218771212283054
0.09,0.44170616113744077,0.8336492890995261,0.9130439688752815,0.8271824910317646
0.1,0.43981042654028435,0.8213270142180095,0.9062709386370112,0.8297369283445412
0.11,0.4322274881516588,0.7928909952606635,0.890444268475385,0.8356317836817181
0.12,0.42938388625592416,0.7777251184834123,0.881887248169182,0.8387757065282124
0.13,0.4265402843601896,0.7672985781990521,0.8759558083596752,0.8409371534851773
0.14,0.42748815165876775,0.7729857819905214,0.8791960998494712,0.8397581824177418
0.15,0.418957345971564,0.7454976303317535,0.863422046470759,0.8454565425770129
0.16,0.4085308056872038,0.723696682464455,0.8507036396210228,0.8499759316688484
0.17,0.4037914691943128,0.7199052132701422,0.848472281969271,0.850761912380472
0.18,0.4018957345971564,0.7113744075829384,0.8434301438666622,0.852530368981625
0.19,0.4028436018957346,0.7066350710900474,0.8406158879595647,0.8535128448711546
0.2,0.4,0.704739336492891,0.8394875439772117,0.8539058352269664
0.21,0.4009478672985782,0.7056872037914692,0.8400519054150578,0.8537093400490605
0.22,0.4009478672985782,0.7113744075829384,0.8434301438666622,0.852530368981625
0.23,0.3990521327014218,0.7085308056872038,0.8417427194144323,0.8531198545153428
0.24,0.3924170616113744,0.6876777251184835,0.8292633629423667,0.8574427484292725
0.25,0.38957345971563984,0.671563981042654,0.819490073791412,0.8607831664536727
0.26,0.3848341232227488,0.6649289099526067,0.8154317322453221,0.862158632699014
0.27,0.381042654028436,0.6601895734597156,0.8125205064856613,0.8631411085885434
0.28,0.37819905213270144,0.647867298578199,0.8049020428463324,0.8656955459013201
0.29,0.3744075829383886,0.6450236966824645,0.8031336729850546,0.8662850314350379
0.3,0.3696682464454976,0.6345971563981042,0.7966160658674316,0.8684464783920027
0.31,0.37156398104265403,0.6374407582938388,0.7983988716762059,0.867856992858285
0.32,0.3696682464454976,0.6355450236966824,0.7972107774589368,0.8682499832140967
0.33,0.37251184834123224,0.6421800947867299,0.8013614008590193,0.8668745169687555
0.34,0.37819905213270144,0.6554502369668247,0.8095988123551224,0.864123584478073
0.35000000000000003,0.38293838862559243,0.6649289099526067,0.8154317322453221,0.862158632699014
0.36,0.390521327014218,0.6867298578199053,0.8286916542477698,0.8576392436071784
0.37,0.3962085308056872,0.6924170616113744,0.8321160145144272,0.856460272539743
0.38,0.404739336492891,0.7255924170616114,0.8518171265369178,0.8495829413130367
0.39,0.42369668246445497,0.7767772511848341,0.8813496758862706,0.8389722017061183
0.4,0.43317535545023694,0.8052132701421801,0.8973367651791495,0.8330773463689414
0.41000000000000003,0.43412322274881515,0.8052132701421801,0.8973367651791495,0.8330773463689414
0.42,0.45023696682464454,0.8478672985781991,0.9207970995709093,0.8242350633631761
0.43,0.46445497630331756,0.8867298578199052,0.9416633463291991,0.8161787610690343
0.44,0.4710900473933649,0.9056872037914692,0.9516759972761051,0.8122488575109165
0.45,0.4881516587677725,0.9436018957345972,0.9713917313497151,0.8043890503946806
0.46,0.4966824644549763,0.9729857819905213,0.986400416661774,0.7982976998795979
0.47000000000000003,0.5118483412322274,1.0194312796208531,1.0096688960351572,0.7886694361622089
0.48,0.5279620853080569,1.081042654028436,1.039732010677961,0.7758972495983256
0.49,0.5421800947867299,1.1208530805687205,1.058703490392244,0.7676444521262781
0.5,0.5554502369668246,1.1606635071090048,1.0773409428351848,0.7593916546542304
0.51,0.5772511848341232,1.257345971563981,1.1213143946119577,0.739349146507829
0.52,0.5962085308056873,1.3218009478672985,1.1496960241156349,0.7259874744102282
0.53,0.6075829383886255,1.3682464454976304,1.1697206698599587,0.7163592106928391
0.54,0.6265402843601896,1.4402843601895734,1.2001184775636002,0.701425577171991
0.55,0.6511848341232227,1.537914691943128,1.2401268854206524,0.6811865738476839
0.56,0.6720379146919432,1.6071090047393366,1.2677180304544606,0.6668424258605534
