Threshold,MAE,MSE,RMSE,R2
0.0,0.608786610878661,2.060968320382546,1.4356073001982632,0.4656655873384553
0.01,0.5959354453078303,2.0026897788404066,1.4151642232760149,0.48077510161760284
0.02,0.5881649731022116,1.9623430962343096,1.4008365701373982,0.4912355345800896
0.03,0.5827854154213987,1.9402271368798565,1.3929203627199427,0.4969694015373045
0.04,0.5765092647937836,1.9199043634190078,1.385606135746738,0.5022383603628534
0.05,0.5723251643753736,1.9043634190077705,1.3799867459536597,0.506267564170626
0.06,0.5690376569037657,1.8849372384937237,1.372930165191851,0.5113040689303419
0.07,0.564554692169755,1.8705917513448895,1.3676957817237316,0.5150233339836705
0.08,0.5603705917513448,1.849671249252839,1.3600261943259913,0.5204472621864414
0.09,0.5564853556485355,1.8359234907352062,1.3549625421889737,0.524011557862548
0.1,0.5540944411237299,1.8242677824267783,1.3506545755398671,0.5270334607183775
0.11,0.5505080693365212,1.8075313807531381,1.344444636551888,0.5313726032805943
0.12,0.5481171548117155,1.8006575014943216,1.3418858004667615,0.5331547511186476
0.13,0.5460251046025104,1.7931858936043037,1.3390989110608311,0.5350918683339229
0.14,0.5466228332337119,1.7904961147638971,1.3380942099732354,0.535789230531422
0.15,0.543335325762104,1.781231320980275,1.3346277836836289,0.5381912558783635
0.16,0.5394500896592946,1.7692767483562462,1.3301416271796949,0.541290643422804
0.17,0.537059175134489,1.7677824267782427,1.3295797933099927,0.541678066865859
0.18,0.5349671249252839,1.7603108188882248,1.3267670552467847,0.5436151840811343
0.19,0.5334728033472803,1.7561267184698146,1.3251893141999804,0.5446999697216885
0.2,0.5310818888224746,1.748356246264196,1.322254229058919,0.5467145716255748
0.21,0.529587567244471,1.7405857740585775,1.3193126142270366,0.5487291735294612
0.22,0.5268977884040645,1.7298266586969515,1.3152287476697548,0.5515186223194576
0.23,0.5251046025104602,1.7214584578601315,1.3120436188862517,0.553688193600566
0.24,0.5206216377764495,1.7068141063956963,1.3064509582819006,0.5574849433425055
0.25,0.5188284518828452,1.7035265989240884,1.305192169346755,0.5583372749172267
0.26,0.5164375373580394,1.7002390914524805,1.303932165203574,0.5591896064919479
0.27,0.5140466228332337,1.691273161984459,1.3004895854963465,0.5615141471502783
0.28,0.5122534369396294,1.6873879258816498,1.2989949676121342,0.5625214481022214
0.29,0.5098625224148237,1.6769276748356245,1.2949624221712477,0.5652334122036069
0.3,0.5101613867304244,1.6781231320980274,1.295423919841697,0.5649234734491628
0.31,0.5104602510460251,1.676628810520024,1.2948470220531938,0.5653108968922179
0.32,0.5086670651524208,1.6697549312612074,1.2921899749112773,0.5670930447302711
0.33,0.5089659294680215,1.6703526598924088,1.292421239338169,0.5669380753530492
0.34,0.5080693365212193,1.6682606096832038,1.2916116326834486,0.5674804681733263
0.35000000000000003,0.5098625224148237,1.6715481171548117,1.2928836440897578,0.5666281365986051
0.36,0.5086670651524208,1.6694560669456067,1.2920743271753397,0.5671705294188822
0.37,0.5086670651524208,1.664973102211596,1.2903383673330016,0.5683327997480474
0.38,0.5086670651524208,1.664973102211596,1.2903383673330016,0.5683327997480474
0.39,0.5077704722056187,1.6613867304243872,1.288947916102271,0.5692626160113796
0.4,0.5107591153616258,1.671249252839211,1.2927680584076988,0.5667056212872161
0.41000000000000003,0.5146443514644351,1.6769276748356245,1.2949624221712477,0.5652334122036069
0.42,0.5185295875672444,1.6852958756724448,1.2981894606229265,0.5630638409224985
0.43,0.5209205020920502,1.687985654512851,1.2992250207384597,0.5623664787249993
0.44,0.5257023311416616,1.6999402271368798,1.3038175589923922,0.5592670911805588
0.45,0.5283921099820681,1.7121936640765092,1.308508182655542,0.5560902189475074
0.46,0.5313807531380753,1.7202630005977286,1.3115879690656393,0.55399813235501
0.47000000000000003,0.5361625821876868,1.7381948595337717,1.3184061815441293,0.5493490510383492
0.48,0.5445307830245069,1.7630005977286312,1.3277803273616577,0.5429178218836352
0.49,0.5514046622833234,1.7809324566646743,1.3345158135686044,0.5382687405669744
0.5,0.5579796772265392,1.8042438732815302,1.3432214535516958,0.5322249348553154
0.51,0.5699342498505678,1.8323371189479976,1.3536384742419216,0.5249413741258802
0.52,0.5774058577405857,1.8556485355648535,1.3622219112776206,0.5188975684142212
0.53,0.5836820083682008,1.8804542737597132,1.3712965666695565,0.5124663392595071
0.54,0.5911536162582187,1.9091452480573818,1.3817182231038938,0.50502780915285
0.55,0.6040047818290496,1.9494919306634788,1.396242074521277,0.4945673761903632
0.56,0.6159593544530783,1.9955170352659892,1.4126277058255616,0.48263473414426716
0.5700000000000001,0.6261207411835027,2.0451285116557085,1.4300798969483168,0.46977227583483905
0.58,0.6344889420203228,2.07919904363419,1.4419428017900675,0.46093902133318354
0.59,0.6440526001195457,2.1249252839210997,1.4577123460824155,0.44908386397569866
0.6,0.6566049013747759,2.1817095038852363,1.4770611036396688,0.4343617731396062
0.61,0.6676628810520024,2.230424387328153,1.4934605409344275,0.42173176889601105
0.62,0.6841004184100419,2.296174536760311,1.5153133460642096,0.4046851374015883
0.63,0.6939629408248655,2.339210998206814,1.5294479390312095,0.39352734224160235
0.64,0.7095038852361029,2.4157202630005976,1.5542587503374712,0.37369126195718305
0.65,0.7280334728033473,2.5044829647340108,1.5825558330542435,0.35067830943971223
0.66,0.7405857740585774,2.5642558278541543,1.6013293939268567,0.3351813717175097
0.67,0.7543335325762104,2.6371787208607294,1.6239392602128717,0.31627510769642253
0.68,0.7674835624626419,2.702928870292887,1.6440586578017486,0.29922847620199977
0.6900000000000001,0.7830245068738793,2.7755528989838614,1.6659990693226276,0.2803996968695236
0.7000000000000001,0.799163179916318,2.8684997011356845,1.6936645775169548,0.25630195871149863
0.71,0.8212791392707711,2.9922295277943816,1.7298062110520882,0.22422329762653936
0.72,0.8380155409444112,3.0902570233114166,1.757912689331133,0.1988083197621271
0.73,0.8532576210400478,3.189181111775254,1.7858278505430623,0.17316088783188188
0.74,0.8723849372384938,3.306933652121937,1.8184976359956966,0.14263192051914275
0.75,0.8864315600717274,3.3950986252241484,1.842579340279313,0.11977393737889397
0.76,0.9031679617453676,3.5077704722056184,1.872904288052547,0.09056220977254215
0.77,0.9181111775254035,3.6084877465630605,1.8996019968833104,0.06444986971063082
0.78,0.9321578003586372,3.699342498505678,1.9233674891984833,0.04089452437288288
0.79,0.942916915720263,3.771667662881052,1.9420781814543544,0.022143229729017833
0.8,0.9560669456066946,3.8711894799760906,1.9675338573900298,-0.003659171578449527
0.81,0.9710101613867305,3.985355648535565,1.9963355550947754,-0.03325832262785644
0.8200000000000001,0.9844590555887627,4.089360430364614,2.0222167120179315,-0.06022299426448896
0.8300000000000001,0.9985056784219964,4.19187089061566,2.04740589298157,-0.08680024245806628
0.84,1.0107591153616258,4.286909742976689,2.070485388254814,-0.11144037343636848
0.85,1.0218170950388523,4.367005379557681,2.089738112672897,-0.13220626998411977
0.86,1.0334728033472804,4.456365809922295,2.1110106134082547,-0.15537419187881274
0.87,1.0472205618649133,4.559175134488942,2.1352225023376237,-0.1820289247610012
0.88,1.0555887627017335,4.613568439928272,2.1479218886934115,-0.19613113808820537
0.89,1.0627615062761506,4.665869695158398,2.1600624285326564,-0.20969095859513276
0.9,1.072026300059773,4.739390316796174,2.177014082819901,-0.22875219199344188
0.91,1.0794979079497908,4.796174536760311,2.1900170174590676,-0.2434742828295342
0.92,1.0899581589958158,4.875373580394501,2.208024814261493,-0.2640077253114528
0.93,1.097429766885834,4.937836222355051,2.2221242589817183,-0.28020202523115434
0.9400000000000001,1.101613867304244,4.973102211595935,2.230045338461964,-0.2893452184872538
0.9500000000000001,1.1069934249850568,5.0194261805140465,2.2404075924960725,-0.30135534522196084
0.96,1.1114763897190676,5.058577405857741,2.2491281434942163,-0.31150583943000365
0.97,1.1144650328750747,5.086072922893006,2.2552323434389208,-0.31863443078221665
0.98,1.1156604901374776,5.098326359832636,2.2579473775605656,-0.3218113030152683
0.99,1.116258218768679,5.103108188882247,2.259006017894208,-0.32305105803304457
1.0,1.116258218768679,5.103108188882247,2.259006017894208,-0.32305105803304457
